,country,year,sex,age,suicides_no,population,suicides.100k.pop,gdp_for_year,gdp_per_capita,generation,continent
688,Argentina,1993,male,25-34 years,233,2336300,9.97,2.37E+11,7768,Boomers,Americas
689,Argentina,1993,female,75+ years,58,698400,8.3,2.37E+11,7768,G.I. Generation,Americas
690,Argentina,1993,male,15-24 years,235,2932300,8.01,2.37E+11,7768,Generation X,Americas
691,Argentina,1993,female,55-74 years,126,2568300,4.91,2.37E+11,7768,Silent,Americas
692,Argentina,1993,female,35-54 years,144,3820400,3.77,2.37E+11,7768,Boomers,Americas
693,Argentina,1993,female,25-34 years,76,2347800,3.24,2.37E+11,7768,Boomers,Americas
694,Argentina,1993,female,15-24 years,73,2879300,2.54,2.37E+11,7768,Generation X,Americas
695,Argentina,1993,male,5-14 years,25,3367500,0.74,2.37E+11,7768,Millenials,Americas
696,Argentina,1993,female,5-14 years,16,3269800,0.49,2.37E+11,7768,Millenials,Americas
697,Argentina,1994,male,75+ years,192,423100,45.38,2.57E+11,8328,G.I. Generation,Americas
698,Argentina,1994,male,55-74 years,509,2192500,23.22,2.57E+11,8328,Silent,Americas
699,Argentina,1994,male,35-54 years,527,3729600,14.13,2.57E+11,8328,Boomers,Americas
700,Argentina,1994,male,25-34 years,226,2369000,9.54,2.57E+11,8328,Boomers,Americas
701,Argentina,1994,male,15-24 years,250,3027200,8.26,2.57E+11,8328,Generation X,Americas
702,Argentina,1994,female,55-74 years,135,2597400,5.2,2.57E+11,8328,Silent,Americas
703,Argentina,1994,female,75+ years,34,719700,4.72,2.57E+11,8328,G.I. Generation,Americas
704,Argentina,1994,female,35-54 years,160,3885600,4.12,2.57E+11,8328,Boomers,Americas
705,Argentina,1994,female,15-24 years,98,2971300,3.3,2.57E+11,8328,Generation X,Americas
706,Argentina,1994,female,25-34 years,72,2369900,3.04,2.57E+11,8328,Boomers,Americas
707,Argentina,1994,male,5-14 years,27,3363000,0.8,2.57E+11,8328,Millenials,Americas
708,Argentina,1994,female,5-14 years,11,3262900,0.34,2.57E+11,8328,Millenials,Americas
709,Argentina,1995,male,75+ years,190,433800,43.8,2.58E+11,8232,G.I. Generation,Americas
710,Argentina,1995,male,55-74 years,515,2214000,23.26,2.58E+11,8232,Silent,Americas
711,Argentina,1995,male,35-54 years,485,3787800,12.8,2.58E+11,8232,Boomers,Americas
712,Argentina,1995,male,25-34 years,218,2404900,9.06,2.58E+11,8232,Generation X,Americas
713,Argentina,1995,male,15-24 years,277,3112100,8.9,2.58E+11,8232,Generation X,Americas
714,Argentina,1995,female,75+ years,49,742200,6.6,2.58E+11,8232,G.I. Generation,Americas
715,Argentina,1995,female,55-74 years,134,2625900,5.1,2.58E+11,8232,Silent,Americas
716,Argentina,1995,female,35-54 years,139,3950100,3.52,2.58E+11,8232,Boomers,Americas
717,Argentina,1995,female,15-24 years,101,3053300,3.31,2.58E+11,8232,Generation X,Americas
718,Argentina,1995,female,25-34 years,62,2396900,2.59,2.58E+11,8232,Generation X,Americas
719,Argentina,1995,female,5-14 years,19,3261100,0.58,2.58E+11,8232,Millenials,Americas
720,Argentina,1995,male,5-14 years,15,3363300,0.45,2.58E+11,8232,Millenials,Americas
721,Argentina,1996,male,75+ years,189,445800,42.4,2.72E+11,8563,G.I. Generation,Americas
722,Argentina,1996,male,55-74 years,464,2235900,20.75,2.72E+11,8563,Silent,Americas
723,Argentina,1996,male,35-54 years,524,3847300,13.62,2.72E+11,8563,Boomers,Americas
724,Argentina,1996,male,25-34 years,226,2442900,9.25,2.72E+11,8563,Generation X,Americas
725,Argentina,1996,male,15-24 years,280,3185600,8.79,2.72E+11,8563,Generation X,Americas
726,Argentina,1996,female,75+ years,59,766100,7.7,2.72E+11,8563,G.I. Generation,Americas
727,Argentina,1996,female,55-74 years,131,2653800,4.94,2.72E+11,8563,Silent,Americas
728,Argentina,1996,female,35-54 years,176,4014100,4.38,2.72E+11,8563,Boomers,Americas
729,Argentina,1996,female,15-24 years,105,3123600,3.36,2.72E+11,8563,Generation X,Americas
730,Argentina,1996,female,25-34 years,52,2428400,2.14,2.72E+11,8563,Generation X,Americas
731,Argentina,1996,male,5-14 years,14,3370400,0.42,2.72E+11,8563,Millenials,Americas
732,Argentina,1996,female,5-14 years,9,3266800,0.28,2.72E+11,8563,Millenials,Americas
733,Argentina,1997,male,75+ years,195,490152,39.78,2.93E+11,9057,G.I. Generation,Americas
734,Argentina,1997,male,55-74 years,457,2252148,20.29,2.93E+11,9057,Silent,Americas
735,Argentina,1997,male,35-54 years,501,3934581,12.73,2.93E+11,9057,Boomers,Americas
736,Argentina,1997,male,25-34 years,213,2460112,8.66,2.93E+11,9057,Generation X,Americas
737,Argentina,1997,male,15-24 years,260,3198193,8.13,2.93E+11,9057,Generation X,Americas
738,Argentina,1997,female,75+ years,47,854095,5.5,2.93E+11,9057,G.I. Generation,Americas
739,Argentina,1997,female,55-74 years,131,2668528,4.91,2.93E+11,9057,Silent,Americas
740,Argentina,1997,female,35-54 years,165,4083427,4.04,2.93E+11,9057,Boomers,Americas
741,Argentina,1997,female,15-24 years,113,3161000,3.57,2.93E+11,9057,Generation X,Americas
742,Argentina,1997,female,25-34 years,72,2474330,2.91,2.93E+11,9057,Generation X,Americas
743,Argentina,1997,male,5-14 years,19,3429860,0.55,2.93E+11,9057,Millenials,Americas
744,Argentina,1997,female,5-14 years,11,3327355,0.33,2.93E+11,9057,Millenials,Americas
745,Argentina,1998,male,75+ years,201,504164,39.87,2.99E+11,9126,G.I. Generation,Americas
746,Argentina,1998,male,55-74 years,518,2274972,22.77,2.99E+11,9126,Silent,Americas
747,Argentina,1998,male,35-54 years,508,3990829,12.73,2.99E+11,9126,Boomers,Americas
748,Argentina,1998,male,15-24 years,327,3243944,10.08,2.99E+11,9126,Generation X,Americas
749,Argentina,1998,male,25-34 years,251,2497189,10.05,2.99E+11,9126,Generation X,Americas
750,Argentina,1998,female,75+ years,53,883724,6,2.99E+11,9126,G.I. Generation,Americas
751,Argentina,1998,female,55-74 years,140,2696429,5.19,2.99E+11,9126,Silent,Americas
752,Argentina,1998,female,15-24 years,114,3200362,3.56,2.99E+11,9126,Generation X,Americas
753,Argentina,1998,female,35-54 years,147,4143203,3.55,2.99E+11,9126,Boomers,Americas
754,Argentina,1998,female,25-34 years,52,2512005,2.07,2.99E+11,9126,Generation X,Americas
755,Argentina,1998,female,5-14 years,20,3353473,0.6,2.99E+11,9126,Millenials,Americas
756,Argentina,1998,male,5-14 years,16,3456965,0.46,2.99E+11,9126,Millenials,Americas
757,Argentina,1999,male,75+ years,204,515800,39.55,2.84E+11,8546,G.I. Generation,Americas
758,Argentina,1999,male,55-74 years,540,2301840,23.46,2.84E+11,8546,Silent,Americas
759,Argentina,1999,male,35-54 years,545,4045105,13.47,2.84E+11,8546,Boomers,Americas
760,Argentina,1999,male,15-24 years,355,3279728,10.82,2.84E+11,8546,Generation X,Americas
761,Argentina,1999,male,25-34 years,265,2543861,10.42,2.84E+11,8546,Generation X,Americas
762,Argentina,1999,female,55-74 years,137,2727054,5.02,2.84E+11,8546,Silent,Americas
763,Argentina,1999,female,75+ years,44,912898,4.82,2.84E+11,8546,G.I. Generation,Americas
764,Argentina,1999,female,35-54 years,141,4200203,3.36,2.84E+11,8546,Boomers,Americas
765,Argentina,1999,female,15-24 years,101,3229424,3.13,2.84E+11,8546,Generation X,Americas
766,Argentina,1999,female,25-34 years,50,2559176,1.95,2.84E+11,8546,Generation X,Americas
767,Argentina,1999,male,5-14 years,21,3482230,0.6,2.84E+11,8546,Millenials,Americas
768,Argentina,1999,female,5-14 years,20,3377543,0.59,2.84E+11,8546,Millenials,Americas
769,Argentina,2000,male,75+ years,232,525161,44.18,2.84E+11,8462,G.I. Generation,Americas
770,Argentina,2000,male,55-74 years,602,2333377,25.8,2.84E+11,8462,Silent,Americas
771,Argentina,2000,male,35-54 years,578,4096814,14.11,2.84E+11,8462,Boomers,Americas
772,Argentina,2000,male,15-24 years,463,3306109,14,2.84E+11,8462,Generation X,Americas
773,Argentina,2000,male,25-34 years,331,2602314,12.72,2.84E+11,8462,Generation X,Americas
774,Argentina,2000,female,55-74 years,133,2760512,4.82,2.84E+11,8462,Silent,Americas
775,Argentina,2000,female,75+ years,43,941957,4.56,2.84E+11,8462,G.I. Generation,Americas
776,Argentina,2000,female,35-54 years,174,4253771,4.09,2.84E+11,8462,Boomers,Americas
777,Argentina,2000,female,15-24 years,116,3249247,3.57,2.84E+11,8462,Generation X,Americas
778,Argentina,2000,female,25-34 years,63,2617723,2.41,2.84E+11,8462,Generation X,Americas
779,Argentina,2000,female,5-14 years,21,3396135,0.62,2.84E+11,8462,Millenials,Americas
780,Argentina,2000,male,5-14 years,18,3502413,0.51,2.84E+11,8462,Millenials,Americas
781,Argentina,2001,male,75+ years,250,547473,45.66,2.69E+11,7900,Silent,Americas
782,Argentina,2001,male,55-74 years,659,2358654,27.94,2.69E+11,7900,Silent,Americas
783,Argentina,2001,male,15-24 years,518,3325440,15.58,2.69E+11,7900,Millenials,Americas
784,Argentina,2001,male,35-54 years,625,4145861,15.08,2.69E+11,7900,Boomers,Americas
785,Argentina,2001,male,25-34 years,375,2675285,14.02,2.69E+11,7900,Generation X,Americas
786,Argentina,2001,female,75+ years,57,978346,5.83,2.69E+11,7900,Silent,Americas
787,Argentina,2001,female,15-24 years,166,3262682,5.09,2.69E+11,7900,Millenials,Americas
788,Argentina,2001,female,55-74 years,137,2788628,4.91,2.69E+11,7900,Silent,Americas
789,Argentina,2001,female,35-54 years,210,4306817,4.88,2.69E+11,7900,Boomers,Americas
790,Argentina,2001,female,25-34 years,82,2690206,3.05,2.69E+11,7900,Generation X,Americas
791,Argentina,2001,male,5-14 years,29,3519935,0.82,2.69E+11,7900,Millenials,Americas
792,Argentina,2001,female,5-14 years,24,3411619,0.7,2.69E+11,7900,Millenials,Americas
793,Argentina,2002,male,75+ years,234,566447,41.31,97724004252,2840,Silent,Americas
794,Argentina,2002,male,55-74 years,615,2387478,25.76,97724004252,2840,Silent,Americas
795,Argentina,2002,male,15-24 years,542,3331708,16.27,97724004252,2840,Millenials,Americas
796,Argentina,2002,male,25-34 years,412,2758283,14.94,97724004252,2840,Generation X,Americas
797,Argentina,2002,male,35-54 years,619,4191889,14.77,97724004252,2840,Boomers,Americas
798,Argentina,2002,female,55-74 years,179,2819507,6.35,97724004252,2840,Silent,Americas
799,Argentina,2002,female,75+ years,58,1012399,5.73,97724004252,2840,Silent,Americas
800,Argentina,2002,female,15-24 years,158,3263542,4.84,97724004252,2840,Millenials,Americas
801,Argentina,2002,female,35-54 years,194,4355651,4.45,97724004252,2840,Boomers,Americas
802,Argentina,2002,female,25-34 years,91,2772560,3.28,97724004252,2840,Generation X,Americas
803,Argentina,2002,male,5-14 years,37,3529201,1.05,97724004252,2840,Millenials,Americas
804,Argentina,2002,female,5-14 years,23,3418842,0.67,97724004252,2840,Millenials,Americas
805,Argentina,2003,male,75+ years,272,581842,46.75,1.28E+11,3668,Silent,Americas
806,Argentina,2003,male,55-74 years,577,2420864,23.83,1.28E+11,3668,Silent,Americas
807,Argentina,2003,male,15-24 years,638,3331226,19.15,1.28E+11,3668,Millenials,Americas
808,Argentina,2003,male,25-34 years,456,2845955,16.02,1.28E+11,3668,Generation X,Americas
809,Argentina,2003,male,35-54 years,625,4237124,14.75,1.28E+11,3668,Boomers,Americas
810,Argentina,2003,female,75+ years,68,1044188,6.51,1.28E+11,3668,Silent,Americas
811,Argentina,2003,female,15-24 years,179,3258029,5.49,1.28E+11,3668,Millenials,Americas
812,Argentina,2003,female,55-74 years,147,2854473,5.15,1.28E+11,3668,Silent,Americas
813,Argentina,2003,female,35-54 years,196,4402438,4.45,1.28E+11,3668,Boomers,Americas
814,Argentina,2003,female,25-34 years,69,2859003,2.41,1.28E+11,3668,Generation X,Americas
815,Argentina,2003,male,5-14 years,37,3531507,1.05,1.28E+11,3668,Millenials,Americas
816,Argentina,2003,female,5-14 years,25,3419258,0.73,1.28E+11,3668,Millenials,Americas
817,Argentina,2004,male,75+ years,227,593409,38.25,1.65E+11,4683,Silent,Americas
818,Argentina,2004,male,55-74 years,500,2459960,20.33,1.65E+11,4683,Silent,Americas
819,Argentina,2004,male,15-24 years,653,3333328,19.59,1.65E+11,4683,Millenials,Americas
820,Argentina,2004,male,25-34 years,445,2930079,15.19,1.65E+11,4683,Generation X,Americas
821,Argentina,2004,male,35-54 years,599,4284709,13.98,1.65E+11,4683,Boomers,Americas
822,Argentina,2004,female,15-24 years,159,3255244,4.88,1.65E+11,4683,Millenials,Americas
823,Argentina,2004,female,55-74 years,136,2895423,4.7,1.65E+11,4683,Silent,Americas
824,Argentina,2004,female,75+ years,50,1073648,4.66,1.65E+11,4683,Silent,Americas
825,Argentina,2004,female,35-54 years,185,4450210,4.16,1.65E+11,4683,Boomers,Americas
826,Argentina,2004,female,25-34 years,99,2940630,3.37,1.65E+11,4683,Generation X,Americas
827,Argentina,2004,male,5-14 years,43,3530061,1.22,1.65E+11,4683,Millenials,Americas
828,Argentina,2004,female,5-14 years,25,3416244,0.73,1.65E+11,4683,Millenials,Americas
829,Argentina,2005,male,75+ years,225,601176,37.43,1.99E+11,5590,Silent,Americas
830,Argentina,2005,male,55-74 years,489,2505136,19.52,1.99E+11,5590,Silent,Americas
831,Argentina,2005,male,15-24 years,638,3343414,19.08,1.99E+11,5590,Millenials,Americas
832,Argentina,2005,male,25-34 years,451,3004991,15.01,1.99E+11,5590,Generation X,Americas
833,Argentina,2005,male,35-54 years,539,4336453,12.43,1.99E+11,5590,Boomers,Americas
834,Argentina,2005,female,55-74 years,161,2943135,5.47,1.99E+11,5590,Silent,Americas
835,Argentina,2005,female,75+ years,59,1101024,5.36,1.99E+11,5590,Silent,Americas
836,Argentina,2005,female,15-24 years,148,3260468,4.54,1.99E+11,5590,Millenials,Americas
837,Argentina,2005,female,35-54 years,171,4500787,3.8,1.99E+11,5590,Boomers,Americas
838,Argentina,2005,female,25-34 years,104,3011376,3.45,1.99E+11,5590,Generation X,Americas
839,Argentina,2005,male,5-14 years,52,3528848,1.47,1.99E+11,5590,Millenials,Americas
840,Argentina,2005,female,5-14 years,21,3413809,0.62,1.99E+11,5590,Millenials,Americas
841,Argentina,2006,male,75+ years,246,620010,39.68,2.33E+11,6475,Silent,Americas
842,Argentina,2006,male,15-24 years,656,3357424,19.54,2.33E+11,6475,Millenials,Americas
843,Argentina,2006,male,55-74 years,487,2540712,19.17,2.33E+11,6475,Silent,Americas
844,Argentina,2006,male,25-34 years,483,3068991,15.74,2.33E+11,6475,Generation X,Americas
845,Argentina,2006,male,35-54 years,585,4383730,13.34,2.33E+11,6475,Boomers,Americas
846,Argentina,2006,female,15-24 years,175,3271703,5.35,2.33E+11,6475,Millenials,Americas
847,Argentina,2006,female,55-74 years,115,2983954,3.85,2.33E+11,6475,Silent,Americas
848,Argentina,2006,female,35-54 years,160,4549471,3.52,2.33E+11,6475,Boomers,Americas
849,Argentina,2006,female,25-34 years,105,3070419,3.42,2.33E+11,6475,Generation X,Americas
850,Argentina,2006,female,75+ years,31,1132977,2.74,2.33E+11,6475,Silent,Americas
851,Argentina,2006,male,5-14 years,39,3527369,1.11,2.33E+11,6475,Millenials,Americas
852,Argentina,2006,female,5-14 years,26,3412126,0.76,2.33E+11,6475,Millenials,Americas
853,Argentina,2007,male,75+ years,225,634995,35.43,2.88E+11,7918,Silent,Americas
854,Argentina,2007,male,15-24 years,577,3381171,17.07,2.88E+11,7918,Millenials,Americas
855,Argentina,2007,male,55-74 years,438,2582754,16.96,2.88E+11,7918,Silent,Americas
856,Argentina,2007,male,25-34 years,490,3125322,15.68,2.88E+11,7918,Generation X,Americas
857,Argentina,2007,male,35-54 years,571,4436541,12.87,2.88E+11,7918,Boomers,Americas
858,Argentina,2007,female,15-24 years,146,3292790,4.43,2.88E+11,7918,Millenials,Americas
859,Argentina,2007,female,25-34 years,126,3120162,4.04,2.88E+11,7918,Generation X,Americas
860,Argentina,2007,female,55-74 years,108,3033008,3.56,2.88E+11,7918,Silent,Americas
861,Argentina,2007,female,35-54 years,155,4601874,3.37,2.88E+11,7918,Boomers,Americas
862,Argentina,2007,female,75+ years,31,1161794,2.67,2.88E+11,7918,Silent,Americas
863,Argentina,2007,male,5-14 years,45,3530454,1.27,2.88E+11,7918,Generation Z,Americas
864,Argentina,2007,female,5-14 years,34,3414627,1,2.88E+11,7918,Generation Z,Americas
865,Argentina,2008,male,75+ years,208,646185,32.19,3.62E+11,9843,Silent,Americas
866,Argentina,2008,male,15-24 years,625,3410092,18.33,3.62E+11,9843,Millenials,Americas
867,Argentina,2008,male,55-74 years,463,2630686,17.6,3.62E+11,9843,Silent,Americas
868,Argentina,2008,male,25-34 years,531,3172743,16.74,3.62E+11,9843,Generation X,Americas
869,Argentina,2008,male,35-54 years,582,4496672,12.94,3.62E+11,9843,Boomers,Americas
870,Argentina,2008,female,15-24 years,180,3319037,5.42,3.62E+11,9843,Millenials,Americas
871,Argentina,2008,female,35-54 years,173,4660022,3.71,3.62E+11,9843,Boomers,Americas
872,Argentina,2008,female,55-74 years,108,3088727,3.5,3.62E+11,9843,Silent,Americas
873,Argentina,2008,female,75+ years,36,1188016,3.03,3.62E+11,9843,Silent,Americas
874,Argentina,2008,female,25-34 years,94,3159967,2.97,3.62E+11,9843,Generation X,Americas
875,Argentina,2008,male,5-14 years,39,3539110,1.1,3.62E+11,9843,Generation Z,Americas
876,Argentina,2008,female,5-14 years,20,3422263,0.58,3.62E+11,9843,Generation Z,Americas
877,Argentina,2009,male,75+ years,177,653486,27.09,3.33E+11,8961,Silent,Americas
878,Argentina,2009,male,15-24 years,609,3436265,17.72,3.33E+11,8961,Millenials,Americas
879,Argentina,2009,male,55-74 years,434,2683502,16.17,3.33E+11,8961,Silent,Americas
880,Argentina,2009,male,25-34 years,504,3210244,15.7,3.33E+11,8961,Generation X,Americas
881,Argentina,2009,male,35-54 years,542,4566645,11.87,3.33E+11,8961,Boomers,Americas
882,Argentina,2009,female,15-24 years,164,3342385,4.91,3.33E+11,8961,Millenials,Americas
883,Argentina,2009,female,55-74 years,112,3148915,3.56,3.33E+11,8961,Silent,Americas
884,Argentina,2009,female,25-34 years,105,3189773,3.29,3.33E+11,8961,Generation X,Americas
885,Argentina,2009,female,35-54 years,150,4726814,3.17,3.33E+11,8961,Boomers,Americas
886,Argentina,2009,female,75+ years,25,1211934,2.06,3.33E+11,8961,Silent,Americas
887,Argentina,2009,male,5-14 years,34,3553154,0.96,3.33E+11,8961,Generation Z,Americas
888,Argentina,2009,female,5-14 years,28,3434884,0.82,3.33E+11,8961,Generation Z,Americas
889,Argentina,2010,male,75+ years,206,657096,31.35,4.24E+11,11273,Silent,Americas
890,Argentina,2010,male,15-24 years,683,3455127,19.77,4.24E+11,11273,Millenials,Americas
891,Argentina,2010,male,25-34 years,485,3237957,14.98,4.24E+11,11273,Generation X,Americas
892,Argentina,2010,male,55-74 years,397,2740656,14.49,4.24E+11,11273,Silent,Americas
893,Argentina,2010,male,35-54 years,573,4648068,12.33,4.24E+11,11273,Generation X,Americas
894,Argentina,2010,female,15-24 years,150,3358103,4.47,4.24E+11,11273,Millenials,Americas
